Vessel,Expedition_Leg,Science program,Start date,Start port city,Start port country,End date,End port city,End port country,Total (days),In port (days),In transit (days),On site (days),Off site (days),"Coring, drilling, tripping (days)",Logging & downhole tools (days),"Reentry, casing, cementing (days)",Remedial action (days),"Engineering, completion, CORK (days)","Lost time [weather, repairs] (days)",Other (days),Sites,Holes,Cores,Distance traveled (nmi),Average transit speed (kn),Total penetration (m),Interval drilled (m),Interval cored (m),Core recovered (m),Recovery (%),Maximum water depth (m),Minimum water depth (m),Seafloor camera deployments,Reentries,Staff Scientist*,Operations Superintendent*,Lab Officer,Curator*,Co-chiefs
JOIDES Resolution,301,Juan de Fuca Hydrogeology,27-Jun-04,Astoria,USA,20-Aug-04,Astoria,USA,53.94,0.1,1.55,52.29,,14.57,4.35,19.75,2.97,9.79,0.16,0.7,2,5,61,342,10.46,1296.6,841.2,455.4,254.46,55.9,2656.4,2655.4,,,Adam Klaus,Michael Storms,Burnette Hamlin,Paula Weiss,Andrew Fisher & Tetsuro Urabe
JOIDES Resolution,301T,Costa Rica Hydrogeology APL/Transit,20-Aug-04,Astoria,USA,25-Sep-04,St. John's,Canada,35.9,4.29,27.65,3.98,,0,0,0,0,0,0,3.98,2,2,0,6851,,0,0,0,0,,4376.3,4311.6,,,not applicable,Michael Storms,Bradley Julson,unknown,Miriam Kastner
JOIDES Resolution,303,North Atlantic Climate 1,25-Sep-04,St. John's,Canada,17-Nov-04,Ponta Delgada,Azores,53.03,5.36,14.86,32.8,,31.07,0.5,0,0,0,0.99,0.24,7,26,511,3575,10.3,4780.6,81.5,4699.1,4656.1,99.1,3873.8,2270.5,,,Mitchell Malone,Ronald Grout,Roy Davis,Paula Weiss,James Channell & Tokiyuki Sato
JOIDES Resolution,304,Oceanic Core Complex 1,17-Nov-04,Ponta Delgada,Azores,8-Jan-05,Ponta Delgada,Azores,51.54,3.5,7.15,40.9,,26.73,2.23,1.4,0.07,9.94,0.04,0.49,3,12,107,1878,10.95,586.1,49.1,537,308.23,57.5,2583.8,1637.9,,,Jay Miller,Stephen Midgley,Burnette Hamlin,unknown,Donna Blackman & Barbara John
JOIDES Resolution,305,Oceanic Core Complex 2,8-Jan-05,Ponta Delgada,Azores,2-Mar-05,Ponta Delgada,Azores,53.86,4.83,8.52,40.34,,35.37,4.19,0.64,0,0,0,0.15,1,1,219,1952,9.8,1014.2,0,1014.2,799.7,78.8,1644.9,1644.9,,,Jay Miller,Ronald Grout,Roy Davis,Paula Weiss,Benoit Ildefonse & Yasuhiko Ohara
JOIDES Resolution,306,North Atlantic Climate 2,2-Mar-05,Ponta Delgada,Azores,25-Apr-05,Dublin,Ireland,53.82,6.58,19.03,28.21,,13.26,1.66,2.7,0,0.8,8.31,1.48,5,11,243,4092,9.2,2450.5,181.1,2269.4,2342.8,103.2,3522.7,1271.8,,,Carlos Alvarez Zarikian,Michael Storms,Burnette Hamlin,Steven Prinz,Toshiya Kanamatsu & Rudiger Stein
JOIDES Resolution,307,Porcupine Carbonate Mounds/Transit,25-Apr-05,Dublin,Ireland,30-May-05,Mobile,USA,34.63,3.14,19.6,11.89,,9.78,1.88,0,0,0,0,0.23,3,11,181,4879,10.6,1679.4,150,1529.4,1384.92,90.6,948.4,408.8,,,Trevor Williams,Derryl Schroeder,Roy Davis,Paula Weiss,Timothy Ferdelman & Akihiro Kano
JOIDES Resolution,308,Gulf of Mexico Hydrogeology,30-May-05,Mobile,USA,8-Jul-05,Cristobal,Panama,38.91,5.19,8.43,25.29,,21.52,1.91,0.78,0,0,0.19,0.9,6,13,166,2016,10.3,3959.6,2573.4,1386.2,1300.2,93.8,1470,1055.5,,,Cedric John,Ronald Grout,Roy Davis,Bruce Horan,Jan Behrmann & Peter Flemings
JOIDES Resolution,309,Superfast Spreading Rate Crust 2,8-Jul-05,Cristobal,Panama,28-Aug-05,Balboa,Panama,50.76,4.35,7.31,39.09,,34.95,3.54,0.13,0,0,0,0.48,1,1,96,1644,10,503.3,0,503.3,182.61,36.3,3634.7,3634.7,,,Neil Banerjee,Kevin Grigar,Burnette Hamlin,Paula Weiss,Damon Teagle & Susumu Umino
JOIDES Resolution,311,Cascadia Margin Gas Hydrates,28-Aug-05,Balboa/Astoria,Panama,28-Oct-05,Victoria,Canada,61.06,7.15,17.27,36.65,,21.16,12.46,0,0,0,1.66,1.38,5,23,180,4426.2,10.3,4426.2,2810.3,1615.9,1190.1,75.6,2201.1,945.5,,,Mitchell Malone,Michael Storms,Roy Davis,Philip Rumford,Tim Collett & Michael Riedel
JOIDES Resolution,312,Superfast Spreading Rate Crust 3,28-Oct-05,Victoria/Acapulco,Canada,29-Dec-05,Cristobal,Panama,61.15,5.75,16.79,38.6,,22.54,3.63,0.53,3.14,0,0,4.72,1,1,62,4199,10.9,252,0,252,46.52,18.5,3634.7,3634.7,,,Neil Banerjee,Ronald Grout,Burnette Hamlin,Paula Weiss,Jeffrey Alt & Sumio Miyashita
JOIDES Resolution,320T,Assessment & Ontong Java Sea Trials,25-Jan-09,Singapore,Singapore,5-Mar-09,Honolulu,USA,40.14,3.71,29.35,7.07,,4.07,2.01,0.05,0,0,0,0.94,1,2,12,2901,,646,534.7,111.3,103.26,92.8,2804.7,2803.7,,,not applicable,Michael Storms,Bradley Julson,Chad Broyles,not applicable
JOIDES Resolution,320,Pacific Equatorial Age Transect 1,5-Mar-09,Honolulu,USA,5-May-09,Honolulu,USA,59.86,5.18,17.58,37.1,,33.94,1.16,0.19,0.65,0,1.07,0.1,6,16,416,4231.1,10.1,3729.3,94.7,3634.6,3551.96,97.7,5116.9,4285.3,,,Adam Klaus,Ronald Grout,Roy Davis,Gerald Bode,Hiroshi Nishi & Heiko Palike
JOIDES Resolution,321,Pacific Equatorial Age Transect 2,5-May-09,Honolulu,USA,23-Jun-09,San Diego,USA,50.28,4.91,18.7,26.67,,21.64,3.72,0,0,0,0.17,1.15,2,8,296,4478,10.2,2849.3,161.5,2687.8,2588.86,96.3,4467.5,4198.6,,,Kusali Gamage,Michael Storms,Chieh Peng,Chad Broyles,Mitchell Lyle & Isabella Raffi
JOIDES Resolution,321T,Juan de Fuca Cementing,23-Jun-09,San Diego,USA,5-Jul-09,Victoria,Canada,12.61,1.57,6.73,4.31,,0.47,0,0.78,0,0,0,3.06,1,2,0,1351,8.3,0,0,0,0,,2656.4,2655.4,,,Kusali Gamage,Michael Storms,Chieh Peng,Chad Broyles,Andrew Fisher
JOIDES Resolution,323,Being Sea Paleoceanography,5-Jul-09,Victoria,Canada,4-Sep-09,Yokohama,Japan,61,5.49,20.4,35.11,,31.22,3.3,0,0,0,0.59,0,7,39,669,5029,10.27,5927.1,30.6,5896.54,5740.85,97.4,3174.1,818.2,,,Carlos Alvarez Zarikian,Stephen Midgley,William Mills,Gerald Bode,Christina Ravelo & Kozo Takahashi
JOIDES Resolution,324,Shatsky Rise Formation,4-Sep-09,Yokohama,Japan,4-Nov-09,Townsville,Australia,59.81,4.94,22.04,32.83,,26.96,4.45,0.39,0,0,0.92,0.13,5,5,113,5501,10.5,1399.6,476.3,923.3,363.5,39.4,4055.9,3127,,,Joerg Geldmacher,Ronald Grout,Roy Davis,Chad Broyles,William Sager & Takashi Sano
JOIDES Resolution,317,Canterbury Basin Sea Level,4-Nov-09,Townsville,Australia,4-Jan-10,Wellington,New Zealand,61.1,5.91,10.44,44.77,,38.76,4.68,0,0,0,0.81,0.52,4,13,555,2711,10.89,6699.6,2194.4,4505.23,2338.68,51.9,344.2,84.2,,,Peter Blum,Stephen Midgley,Kazushi Kuroki,Lara Miles,Craig Fulthorpe & Koichi Hoyanagi
JOIDES Resolution,318,Wilkes Land Glacial History,4-Jan-10,Wellington,New Zealand,8-Mar-10,Hobart,Australia,63.98,5.85,22.51,35.61,,27.22,3.11,0.2,0,0,4.86,0.22,7,14,331,4810,,3224.1,152.2,3071.9,1972.6,64.2,3991.9,495,,,Adam Klaus,Ronald Grout,Roy Davis,Chad Broyles,Henk Brinkhuis & Carlota Escutia
JOIDES Resolution,318T,Transit,8-Mar-10,Hobart,Australia,13-Apr-10,Victoria,Canada,36.58,4.88,31.7,0,,0,0,0,0,0,0,0,0,0,0,7484,,0,0,0,0,,,,,,not applicable,Michael Storms,William Mills,unknown,not applicable
JOIDES Resolution,327,Juan de Fuca Hydrogeology,5-Jul-10,Victoria,Canada,5-Sep-10,Victoria,Canada,62.02,4.18,1.9,55.95,,37.57,2.86,3.3,0.99,5.89,0.19,5.15,4,11,46,442,9.9,1458.7,1121,337.7,169.97,50.3,2678.6,2661.1,,,Katerina Petronotis,Stephen Midgley,William Mills,Lara Miles,Andrew Fisher & Takeshi Tsuji
JOIDES Resolution,328,Cascadia ACORK Observatory,5-Sep-10,Victoria,Canada,18-Sep-10,Victoria,Canada,12.98,4.31,1.33,7.33,,3.14,0,3.2,0,0.73,0.16,0.11,1,1,0,,10.7,336,336,0,0,,1317.7,1317.7,,,Mitchell Malone,Ronald Grout,Bradley Julson,unknown,Earl Davis
JOIDES Resolution,328T,Transit,18-Sep-10,Victoria,Canada,9-Oct-10,Papeete,Tahiti,19.1,2.35,16.76,0,,0,0,0,0,0,0,0,0,0,0,4254.5,10.7,0,0,0,0,,,,,,not applicable,Ronald Grout,Bradley Julson,unknown,not applicable
JOIDES Resolution,329,South Pacific Gyre Microbiology,9-Oct-10,Papeete,Tahiti,13-Dec-10,Auckland,New Zealand,66,5.1,27.22,33.68,,31.42,0.68,0,0,0,1.48,0.1,7,42,194,6655,10.24,1719.6,397.8,1321.81,1168.81,88.4,5696.7,3738.6,,,Carlos Alvarez Zarikian,Stephen Midgley,Roy Davis,Chad Broyles,Steven D'Hondt & Fumio Inagaki
JOIDES Resolution,330,Louisville Seamount Trail,13-Dec-10,Auckland,New Zealand,11-Feb-11,Auckland,New Zealand,60.45,5.06,10.7,44.69,,37.15,3.95,1.81,1.59,0,0,0.19,6,8,161,2579,10.3,1113.7,0,1113.71,806.31,72.4,1957.6,1250.8,,,Joerg Geldmacher,Ronald Grout,William Mills,Lara Miles,Anthony Koppers & Toshitsugu Yamazaki
JOIDES Resolution,330T,Transit,11-Feb-11,Auckland,New Zealand,15-Mar-11,Puntarenas,Costa Rica,31.03,6.25,24.78,0,,0,0,0,0,0,0,0,0,0,0,6312,10.7,0,0,0,0,,,,,,not applicable,Michael Storms,Roy Davis,unknown,not applicable
JOIDES Resolution,334,Costa Rica Seismogenesis Project,15-Mar-11,Puntarenas,Costa Rica,13-Apr-11,Puntarenas,Costa Rica,30.9,4.09,1.85,24.94,,17.46,6.29,0,0,0,0.2,0.99,4,8,221,417.9,9.6,3639.6,1877.7,1761.9,1492.88,84.7,2068.7,125.9,,,Nicole Stroncik,Stephen Midgley,Roy Davis,Lara Miles,Kohtaro Ujiie & Paola Vannucchi
JOIDES Resolution,335,Superfast Spreading Rate Crust 4,13-Apr-11,Puntarenas,Costa Rica,3-Jun-11,Balboa,Panama,50.91,3.74,5.74,41.43,,35.89,1.42,2.22,0.7,0,0.35,0.85,1,1,5,1308,9.5,14.5,0,14.5,1.64,11.3,3634.7,3634.7,,,Peter Blum,Ronald Grout,William Mills,Chad Broyles,Benoit Ildefonse & Damon Teagle
JOIDES Resolution,335T,Transit,3-Jun-11,Balboa,Panama,9-Jun-11,Curacao,Curacao,6,2.9,3.1,0,,0,0,0,0,0,0,0,0,0,0,749.1,9.8,0,0,0,0,,,,,,not applicable,Michael Storms,William Mills,unknown,not applicable
JOIDES Resolution,336,Mid-Atlantic Ridge Microbiology,16-Sep-11,Bridgetown,Barbados,17-Nov-11,Ponta Delgada,Azores,62.74,1.92,12.65,48.18,,33.01,3.66,4.1,0,5.2,1.57,0.64,4,9,80,2870.3,9.4,950.8,305.3,645.5,359.4,55.7,4482.9,4413.8,,,Adam Klaus,Stephen Midgley,William Mills,Gemma Barrett,Wolfgang Bach & Katrina Edwards
JOIDES Resolution,339,Mediterranean Outflow,17-Nov-11,Ponta Delgada,Azores,17-Jan-12,Lisbon,Portugal,61.92,5.98,4.78,51.16,,45.93,3.6,1.3,0.11,0,0,0.21,7,25,681,1203.2,10.9,7857.4,1555.8,6301.6,5446.66,86.4,2588.7,558.2,,,Carlos Alvarez Zarikian,Ronald Grout,Roy Davis,Chad Broyles,Francisco J. Hernandez-Molina & Dorrik Stow
JOIDES Resolution,340T,Atlantis Massif APL,15-Feb-12,Lisbon,Portugal,2-Mar-12,San Juan,Puerto Rico,15.17,0,10.23,4.94,,1.39,2.82,0.32,0,0,0.22,0.19,2,1,1,3207,12.1,0,0,0.01,0.01,100,1644.6,1644.6,,,Angela Slagle,Stephen Midgley,William Mills,unknown,Donna Blackman
JOIDES Resolution,340,Lesser Antilles Volcanism and Landslides,2-Mar-12,San Juan,Puerto Rico,17-Apr-12,Curacao,Curacao,45.84,2.86,4.43,38.55,,31.56,3.82,0.17,2.8,0,0.03,0.17,9,20,434,1693.6,10.5,3759.2,271.7,3487.5,2384.25,68.4,2935.3,786.7,,,Adam Klaus,Stephen Midgley,William Mills,Gemma Barrett,Osamu Ishizuka & Anne Le Friant
JOIDES Resolution,342T,Transit,28-May-12,Curacao,Curacao,1-Jun-12,St. George,Bermuda,3.88,0,3.88,0,,0,0,0,0,0,0,0,0,0,0,1278,,0,0,0,0,,,,,,not applicable,Michael Storms,Roy Davis,unknown,not applicable
JOIDES Resolution,342,Paleogene Newfoundland Sediment Drifts,2-Jun-12,St. George,Bermuda,30-Jul-12,St. John's,Canada,58.88,2.45,8.89,47.54,,44.24,1.18,0.18,0,0.76,0.82,0.36,10,28,657,2133.8,10.04,6020.1,278.2,5741.9,5412.52,94.3,4948.7,638.6,,,Peter Blum,Stephen Midgley,Roy Davis,Brad Weymer,Richard Norris & Paul Wilson
JOIDES Resolution,344T,Transit,6-Oct-12,St. John's,Canada,23-Oct-12,Balboa,Panama,11.39,0,11.39,0,,0,0,0,0,0,0,0,0,0,0,2801,,0,0,0,0,,,,,,not applicable,Stephen Midgley,Roy Davis,unknown,not applicable
JOIDES Resolution,344,Costa Rica Seismogenesis Project 2,23-Oct-12,Balboa,Panama,11-Dec-12,Puntarenas,Costa Rica,48.6,0.94,2.17,45.5,,37.52,3.34,3.39,-0.55,0,0.54,0.16,5,11,253,552.2,9.76,3483.1,1465.5,2017.6,1471.1,72.9,2458.6,502.7,,,Katerina Petronotis,Stephen Midgley,Roy Davis,Gemma Maxwell,Robert Harris & Arito Sakaguchi
JOIDES Resolution,345,Hess Deep,11-Dec-12,Puntarenas,Costa Rica,12-Feb-13,Balboa,Panama,63.26,6.55,10.81,45.9,,36.76,0.65,6.41,0.47,0,0.41,1.21,1,16,45,2584,10,454.9,154.4,300.5,75.17,18.4,4852.7,4674.7,,,Adam Klaus,Michael Storms,William Mills,Chad Broyles,Kathryn Gillis & Jonathan Snow
JOIDES Resolution,341T,Transit,12-Feb-13,Balboa,Panama,4-Mar,Victoria,Canada,20.29,2.98,17.31,0,,0,0,0,0,0,0,0,0,0,0,4119,9.9,0,0,0,0,,,,,,not applicable,Stephen Midgley,Roy Davis,unknown,
JOIDES Resolution,341S,SCIMPI & CORK APL,19-May-13,Victoria,Canada,29-May-13,Victoria,Canada,9.33,0,1.92,7.42,,2.51,0,3.31,0,0.48,0,1.11,1,2,0,442,8.83,550,550,0,0,,2416.8,1260.8,,,Adam Klaus,Michael Storms,Timothy Bronk,unknown,Ian Kulin & Michael Riedel
JOIDES Resolution,341,Alaska Climate and Tectonics,29-May-13,Victoria,Canada,29-Jul-13,Valdez,USA,61.19,2.19,5.88,53.13,,47.64,4.83,0.13,0,0,0.3,0.23,5,20,682,1453,10.3,6223.2,748.8,5474.4,3239.73,59.2,4189.8,248.2,,,Leah LeVay,Stephen Midgley,Roy Davis,Gemma Maxwell,Sean Gulick & John Jaeger
JOIDES Resolution,346,Asian Monsoon,29-Jul-13,Valdez,USA,27-Sep-13,Busan,South Korea,59.09,3.83,24.21,31.05,,27.73,2.1,0.35,0,0,0,0.86,9,31,813,5483.7,10.3,6227,181.1,6045.9,6135.29,101.5,3429,325.6,,,Carlos Alvarez Zarikian,Michael Storms,William Mills,Chad Broyles,Rick Murray & Ryuji Tada
JOIDES Resolution,346T,Transit,27-Sep-13,Busan,South Korea,8-Oct-13,Subic Bay,Philippines,11.13,4.26,6.2,0.67,,0,0,0.67,0,0,0,0,0,0,0,1416,9.5,0,0,0,0,,,,2,0,not applicable,Stephen Midgley,Roy Davis,unknown,not applicable
JOIDES Resolution,349P,Tie up (maintenance),8-Oct-13,Subic Bay,Philippines,21-Jan-14,Subic Bay,Philippines,105.32,105.32,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,not applicable,Stephen Midgley/Michael Storms,Roy Davis,unknown,not applicable
JOIDES Resolution,349T,Transit,21-Jan-14,Subic Bay,Philippines,26-Jan-14,Hong Kong,Hong Kong,4.68,4.67,3.66,1.01,,0,0,0,0,0,0,1.01,0,0,0,626,6.95,0,0,0,0,,,,1,0,Denise Kulhanek,Kevin Grigar,William Mills,unknown,not applicable
JOIDES Resolution,349,South China Sea Tectonics,26-Jan-14,Hong Kong,Hong Kong,30-Mar-14,Keelung,Taiwan,62.94,3.17,8.47,51.3,,43.32,2.57,3.42,1.14,0,0.13,0.73,5,12,274,1945,10.18,4316.7,1810.4,2506.3,1603.48,64,4379.4,3252.5,9,6,Denise Kulhanek,Stephen Midgley,Roy Davis,Gemma Maxwell,Chun-Feng Li & Jian Lin
JOIDES Resolution,350,IBM Rear Arc,30-Mar-14,Keelung,Taiwan,30-May-14,Yokohama,Japan,61.11,5.27,5.51,50.33,,42.27,1.04,4.68,0.5,0,0.28,1.56,2,9,264,1473,10.59,3989.1,1865.9,2123.2,1359.81,64,2116.1,1773.9,17,12,Peter Blum,Kevin Grigar,William Mills,Chad Broyles,Cathy Busby & Yoshihiko Tamura
JOIDES Resolution,351,IBM Arc Origins,30-May-14,Yokohama,Japan,30-Jul-14,Yokohama,Japan,60.99,4.78,6.59,49.6,,37.22,3.15,3.25,0.46,0,3.41,2.13,1,6,189,1709,8.4,3557.6,1851.3,1706.3,1225.84,71.8,4700.5,4699.9,10,5,Kara Bogus,Michael Storms,Roy Davis,Gemma Maxwell,Richard Arculus & Osamu Ishizuka
JOIDES Resolution,352,IBM Fore Arc,30-Jul-14,Yokohama,Japan,28-Sep-14,Keelung,Taiwan,60.2,5.01,7,47.85,,40.27,2.66,3.19,0.16,0,1.54,0.04,4,7,194,1601,11.35,2011.1,326.5,1684.6,561.21,33.3,4775.2,3128.1,11,8,Katerina Petronotis,Stephen Midgley,William Mills,Chad Broyles,Julian Pearce & Mark Reagan
JOIDES Resolution,353P/T,Subic Tie-up,28-Sep-14,Keelung,Taiwan,29-Nov-14,Singapore,Singapore,61.75,53.94,7.81,0,,0,0,0,0,0,0,0,0,0,0,2051,10.9,0,0,0,0,,,,0,0,not applicable,Michael Storms,William Mills,unknown,not applicable
JOIDES Resolution,353,Indian Monsoon Rainfall,29-Nov-14,Singapore,Singapore,29-Jan-15,Singapore,Singapore,60.95,6.85,15.76,38.33,,30.51,0.85,0.45,0,0,1.39,5.14,6,18,557,4024.4,10.6,4484.3,52.5,4431.8,4280.12,96.6,3132.7,1096.5,1,0,Leah LeVay,Kevin Grigar,Roy Davis,Chad Broyles,Steven Clemens & Wolfgang Kuhnt
JOIDES Resolution,354,Bengal Fan,29-Jan-15,Singapore,Singapore,31-Mar-15,Colombo,Sri Lanka,61.13,4.1,7.22,48.8,,45.17,1.17,1.64,0.26,0,0.19,0.39,7,17,462,1906,11.13,5159.3,2277.5,2889.7,1727.12,59.8,3733,3607.2,4,3,Adam Klaus,Stephen Midgley,William Mills,Hannah Kastor,Christian France-Lanord & Volkhard Spiess
JOIDES Resolution,355,Arabian Sea Monsoon,31-Mar-15,Colombo,Sri Lanka,31-May-15,Mumbai,India,61.1,5.53,5.3,50.27,,39.95,1.13,5.39,1.17,0,0.91,1.74,2,8,333,1318,10.4,4512.8,1870,2642.8,1721.58,65.1,3645,3522.7,9,4,Denise Kulhanek,Michael Storms,Chieh Peng,Chad Broyles,Peter Clift & Dhananjai Pandey
JOIDES Resolution,355T,Transit,31-May-15,Mumbai,India,5-Jun-15,Colombo,Sri Lanka,4.9,1.25,3.65,0,,0,0,0,0,0,0,0,0,0,0,940,10.8,0,0,0,0,,,,0,0,not applicable,Michael Storms,Chieh Peng,unknown,not applicable
JOIDES Resolution,356T,Transit,5-Jun-15,Colombo,Sri Lanka,1-Jul-15,Fremantle,Australia,26.01,4.99,20.94,0,,0.08,0,0,0,0,0,0,0,0,0,2607,6.6,0,0,0,0,,,,0,0,not applicable,Kevin Grigar,William Mills,unknown,not applicable
JOIDES Resolution,356P,Tie up (maintenance),1-Jul-15,Fremantle,Australia,31-Jul-15,Fremantle,Australia,29.85,29.85,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,not applicable,Kevin Grigar,William Mills,unknown,not applicable
JOIDES Resolution,356,Indonesian Throughflow,31-Jul-15,Fremantle,Australia,30-Sep-15,Darwin,Australia,61.03,3.34,7.61,50.07,,42.41,5.65,0.26,0.43,0,1.1,0.23,7,18,1148,1927,10.43,8880.7,1099.2,7781.5,5185.15,66.6,264.4,87.2,2,0,Kara Bogus,Stephen Midgley,Roy Davis,Hannah Kastor,Craig Fulthorpe & Stephen Gallagher
JOIDES Resolution,359,Maldives Monsoon & Sea Level,30-Sep-15,Darwin,Australia,30-Nov-15,Colombo,Sri Lanka,61.2,5.78,15.82,39.59,,35.61,2.16,0.04,0.03,0.42,0,1.33,8,22,658,4269.2,11.4,8725,3296.2,5428.8,3096.66,57,521.5,379.3,1,0,Carlos Alvarez Zarikian,Michael Storms,Lisa Crowder,Chad Broyles,Christian Betzler & Gregor Eberli
JOIDES Resolution,360,SW Indian Ridge Lower Crust & Moho,30-Nov-15,Colombo,Sri Lanka,30-Jan-16,Port Louis,Mauritius,61.03,5.34,19.5,36.19,,24.98,1.31,2.32,6.53,0,0.78,0.26,1,1,88,4907,10.53,789.7,47,742.7,469.15,63.2,710.2,710.2,28,24,Peter Blum,Stephen Midgley,Roy Davis,unknown,Henry Dick & Chris MacLeod
JOIDES Resolution,361,South African Climates,30-Jan-16,Port Louis,Mauritius,31-Mar-16,Cape Town,South Africa,61.18,4.89,26.55,29.74,,27.22,0,0,0,0,1.52,1,6,35,601,6772,10.87,5507.4,427,5080.4,5175.69,101.9,3039.1,429.2,0,0,Leah LeVay,Kevin Grigar,William Mills,Chad Broyles,Ian Hall & Sidney Hemming
JOIDES Resolution,361P,Tie up (maintenance),31-Mar-16,Cape Town,South Africa,4-Jul-16,Cape Town,South Africa,95.09,95.09,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,not applicable,Stephen Midgley/Michael Storms,Roy Davis/William Mills,unknown,not applicable
JOIDES Resolution,362T,Transit (U1473 Remedial Operations),4-Jul-16,Cape Town,South Africa,3-Aug-16,Colombo,Sri Lanka,29.73,0,19.21,10.52,,6.94,0.2,2.19,0,0,0,0.85,2,1,4,6123,10.5,20,0,20,17,85.8,710.4,710.4,10,9,Peter Blum,Michael Storms,Roy Davis,unknown,not applicable
JOIDES Resolution,362,Sumatra Seismogenic Zone,3-Aug-16,Colombo,Sri Lanka,6-Oct-16,Singapore,Singapore,63.73,5.9,6.93,40.51,10.39,31.86,2.24,5.33,0.22,0,0.6,0.26,2,8,229,3885.3,11.45,4010.2,2057.3,1052.9,1047.4,53.6,4178.3,4147.3,5,2,Katerina Petronotis,Stephen Midgley,William Mills,Brittany Martinez,Brandon Dugan & Lisa McNeill
JOIDES Resolution,363,Western Pacific Warm Pool,6-Oct-16,Singapore,Singapore,8-Dec-16,Guam,Guam,62.83,4.93,18.3,39.6,,37.79,0.84,0,0,0,0.72,0.25,9,30,801,4990.5,11.4,7227.5,361.7,6865.8,6956,101.3,3423.7,873.6,0,0,Denise Kulhanek,Kevin Grigar,Roy Davis,Chad Broyles,Ann Holbourn & Yair Rosenthal
JOIDES Resolution,366,Mariana Convergent Margin,8-Dec-16,Guam,Guam,7-Feb-17,Hong Kong,Hong Kong,61.15,4.94,12.07,44.14,,35.56,0.65,4.33,0.6,0.7,0.17,2.13,9,22,185,2602.9,10.3,1425.3,375.6,1049.7,481.76,45.9,4518.9,1240.2,24,9,Trevor Williams,Michael Storms,William Mills,Brittany Martinez,Patricia Fryer & Geoffrey Wheat
JOIDES Resolution,367,South China Sea Rifted Margin A,7-Feb-17,Hong Kong,Hong Kong,9-Apr-17,Hong Kong,Hong Kong,60.99,6.17,2.53,51.77,,43.16,2.5,3.88,0.46,0,1.78,0.52,2,4,230,588.5,9.66,4124.6,2025.8,2098.8,940.03,44.8,3801.7,3758.1,12,7,Adam Klaus,Stephen Midgley,Roy Davis,Chad Broyles,Joann Stock & Zhen Sun
JOIDES Resolution,368,South China Sea Rifted Margin B,9-Apr-17,Hong Kong,Hong Kong,11-Jun-17,Shanghai,China,63.22,5.05,5.78,52.39,,36.44,1.7,6.73,0,0,6.65,0.88,5,13,292,1339,10.1,4944.6,2619.5,2213.3,1601.1,72.3,3867.7,2816.6,11,3,Carlos Alvarez Zarikian,Kevin Grigar,William Mills,Brittany Martinez,Zhimin Jian & Hans Christian Larsen
JOIDES Resolution,368P/371T,Transit/Tie up,11-Jun-17,Shanghai,China,27-Jul-17,Townsville,Australia,45.75,26.08,15.52,3.15,,0,0,0,0,0.73,0,2.42,0,0,0,4356,11.2,0,0,0,0,,,,0,0,not applicable,Stephen Midgley/Kevin Grigar,Chieh Peng,,not applicable
JOIDES Resolution,371,Tasman Frontier,27-Jul-17,Townsville,Australia,26-Sep-17,Hobart,Australia,60.99,3.18,17.18,40.53,,32.77,1.8,0,0,0,5.96,0,6,11,410,4210,9.51,4847.3,1118.2,3729.1,2506.44,67.2,4846.7,1238.2,0,0,Peter Blum,Stephen Midgley,William Mills,Chad Broyles,Gerald Dickens & Rupert Sutherland
JOIDES Resolution,369,Australia Cretaceous Climate and Tectonics,26-Sep-17,Hobart,Australia,26-Nov-17,Fremantle,Australia,61.07,4.93,11.95,44.2,,38.72,4.23,0,0,0,1.25,0,5,14,417,2686.5,9.4,5204,1651.4,3552.61,2497.61,70.3,3838.8,849.7,1,0,Kara Bogus,William Rhinehart,Chieh Peng,Brittany Martinez,Richard Hobbs & Brian Huber
JOIDES Resolution,372,Creeping Gas Hydrate Slides and Hikurangi LWD,26-Nov-17,Fremantle,Australia,4-Jan-18,Lyttelton,New Zealand,38.76,7.32,14.63,16.81,,6.61,6.85,0.05,0,0,2.78,0.51,4,9,37,3928,11.4,2787.3,2589.4,197.9,186.8,94.4,3521.3,720.3,2,0,Leah LeVay,Kevin Grigar,William Mills,Inva Braha,Philip Barnes & Ingo Pecher
JOIDES Resolution,374,Ross Sea WAIC History,4-Jan-18,Lyttelton,New Zealand,8-Mar-18,Timaru,New Zealand,63.07,11.38,9.6,24.48,17.61,21.54,2.65,0.29,0,0,0,0,5,11,298,4438,10.66,3006.8,528.1,2478.7,1292.7,52.2,2394.4,557.6,2,0,Denise Kulhanek,Stephen Midgley,Chieh Peng,Brittany Martinez,Laura De Santis & Robert McKay
JOIDES Resolution,375,Hikurangi Subduction Margin,8-Mar-18,Timaru,New Zealand,5-May-18,Auckland,New Zealand,57.96,2.95,7.6,47.41,,34.23,0.47,7.86,0,1.98,2.34,0.52,4,14,231,1367.1,8,4396.4,2539.2,1857.2,1152.9,62.1,3522.1,1000.3,17,10,Katerina Petronotis,Kevin Grigar,Lisa Crowder,Catherine Smith,Demian Saffer & Laura Wallace
